ebird_code_v2022,scientific_name
pacgos1,Melierax canorus
lothaw1,Urotriorchis macrourus
redgos1,Erythrotriorchis radiatus
dorgos1,Megatriorchis doriae
tinhaw1,Microspizias superciliosus
semhaw2,Microspizias collaris
cregos1,Accipiter trivirgatus
gybhaw1,Accipiter poliogaster
recgos3,Accipiter tachiro toussenelii/canescens
afrgos1,Accipiter tachiro
shikra1,Accipiter badius
levspa1,Accipiter brevipes
grfhaw1,Accipiter soloensis
fragos2,Accipiter francesiae
sptgos1,Accipiter trinotatus
grygos1,Accipiter novaehollandiae
vargos1,Accipiter hiogaster
brogos1,Accipiter fasciatus
blmgos1,Accipiter melanochlamys
piegos1,Accipiter albogularis
necgos1,Accipiter haplochrous
fijgos1,Accipiter rufitorques
molgos1,Accipiter henicogrammus
retspa1,Accipiter erythropus
litspa1,Accipiter minullus
japspa1,Accipiter gularis
besra1,Accipiter virgatus
smaspa1,Accipiter nanus
colspa1,Accipiter cirrocephalus
vibspa1,Accipiter rhodogaster
madspa1,Accipiter madagascariensis
ovaspa2,Accipiter ovampensis
eurspa1,Accipiter nisus
shshaw,Accipiter striatus
shshaw3,Accipiter striatus chionogaster
shshaw4,Accipiter striatus ventralis
shshaw5,Accipiter striatus erythronemius
coohaw,Accipiter cooperii
gunhaw1,Accipiter gundlachi
bichaw1,Accipiter bicolor
bichaw4,Accipiter chilensis
blagos1,Accipiter melanoleucus
hengos1,Accipiter henstii
norgos,Accipiter gentilis
wemhar1,Circus aeruginosus
easmah1,Circus spilonotus
easmah2,Circus spilothorax
swahar1,Circus approximans
afmhar1,Circus ranivorus
reuhar2,Circus maillardi
reuhar3,Circus macrosceles
lowhar1,Circus buffoni
blahar1,Circus maurus
norhar1,Circus cyaneus
norhar2,Circus hudsonius
cinhar1,Circus cinereus
palhar1,Circus macrourus
piehar1,Circus melanoleucos
monhar1,Circus pygargus
redkit1,Milvus milvus
blakit1,Milvus migrans
blkkit3,Milvus migrans aegyptius/parasitus
whikit1,Haliastur sphenurus
brakit1,Haliastur indus
wbseag1,Haliaeetus leucogaster
solsee1,Haliaeetus sanfordi
affeag1,Haliaeetus vocifer
pafeag1,Haliaeetus leucoryphus
whteag,Haliaeetus albicilla
baleag,Haliaeetus leucocephalus
stseag,Haliaeetus pelagicus
lefeag1,Haliaeetus humilis
gyhfie1,Haliaeetus ichthyaetus
grabuz1,Butastur rufipennis
whebuz1,Butastur teesa
ruwbuz1,Butastur liventer
gyfbuz1,Butastur indicus
miskit,Ictinia mississippiensis
plukit1,Ictinia plumbea
blchaw1,Busarellus nigricollis
snakit,Rostrhamus sociabilis
slbkit1,Helicolestes hamatus
crahaw,Geranospiza caerulescens
pluhaw,Cryptoleucopteryx plumbea
slchaw2,Buteogallus schistaceus
comblh1,Buteogallus anthracinus
cubblh1,Buteogallus gundlachii
ruchaw1,Buteogallus aequinoctialis
savhaw1,Buteogallus meridionalis
whnhaw2,Buteogallus lacernulatus
grbhaw1,Buteogallus urubitinga
soleag1,Buteogallus solitarius
croeag1,Buteogallus coronatus
barhaw1,Morphnarchus princeps
roahaw,Rupornis magnirostris
hrshaw,Parabuteo unicinctus
whrhaw1,Parabuteo leucorrhous
whthaw,Geranoaetus albicaudatus
rebhaw2,Geranoaetus polyosoma
bcbeag1,Geranoaetus melanoleucus
manhaw2,Pseudastur polionotus
whihaw1,Pseudastur albicollis
gybhaw2,Pseudastur occidentalis
semhaw,Leucopternis semiplumbeus
blfhaw1,Leucopternis melanops
whbhaw2,Leucopternis kuhli
gryhaw2,Buteo plagiatus
gryhaw3,Buteo nitidus
reshaw,Buteo lineatus
ridhaw1,Buteo ridgwayi
brwhaw,Buteo platypterus
whthaw1,Buteo albigula
shthaw,Buteo brachyurus
hawhaw,Buteo solitarius
swahaw,Buteo swainsoni
galhaw1,Buteo galapagoensis
zothaw,Buteo albonotatus
rethaw,Buteo jamaicensis
ruthaw1,Buteo ventralis
ferhaw,Buteo regalis
rolhaw,Buteo lagopus
uplbuz1,Buteo hemilasius
combuz6,Buteo japonicus
combuz9,Buteo refectus
lolbuz1,Buteo rufinus
combuz4,Buteo buteo bannermani
combuz1,Buteo buteo
moubuz3,Buteo trizonatus
moubuz2,Buteo oreophilus
renbuz1,Buteo auguralis
madbuz1,Buteo brachypterus
augbuz2,Buteo augur
jacbuz1,Buteo rufofuscus
sooowl1,Tyto tenebricosa
lesowl1,Tyto tenebricosa multipunctata
minowl1,Tyto inexspectata
talowl1,Tyto nigrobrunnea
lemowl1,Tyto sororcula
aumowl1,Tyto novaehollandiae
sulowl1,Tyto rosenbergii
marowl1,Tyto soumagnei
brnowl,Tyto alba
barowl28,Tyto alba furcata
barowl7,Tyto alba [javanica Group]
afgowl1,Tyto capensis
ausgro1,Tyto longimembris
orbowl1,Phodilus badius
srlbao1,Phodilus assimilis
paphao1,Uroglaux dimorpha
rufowl2,Ninox rufa
powowl1,Ninox strenua
barowl1,Ninox connivens
sumboo1,Ninox rudolfi
souboo8,Ninox boobook
souboo4,Ninox rotiensis
souboo5,Ninox fusca
souboo6,Ninox plesseni
morepo2,Ninox novaeseelandiae
norboo1,Ninox japonica
brnhao1,Ninox scutulata
brnhao3,Ninox obscura
choboo1,Ninox randi
andhao1,Ninox affinis
phihao1,Ninox philippensis
minboo1,Ninox spilocephala
sulboo1,Ninox reyi
cebboo1,Ninox rumseyi
romboo1,Ninox spilonotus
minboo2,Ninox mindorensis
lishao1,Ninox sumbaensis
toghao1,Ninox burhani
ocbhao1,Ninox ochracea
cinhao1,Ninox ios
molhao3,Ninox hypogramma
hanboo2,Ninox squamipila
molhao2,Ninox forbesi
chihao1,Ninox natalis
junhao1,Ninox theomacha
spehao1,Ninox punctulata
nebhao1,Ninox odiosa
balowl,Margarobyas lawrencii
colowl1,Taenioptynx brodiei
colowl3,Taenioptynx sylvaticus
elfowl,Micrathene whitneyi
lowowl1,Xenoglaux loweryi
borowl,Aegolius funereus
nswowl,Aegolius acadicus
uswowl1,Aegolius ridgwayi
bufowl1,Aegolius harrisii
burowl,Athene cunicularia
spoowl1,Athene brama
litowl1,Athene noctua
whbowl1,Athene superciliaris
forowl1,Athene blewitti
solboo1,Athene jacquinoti
solboo4,Athene roseoaxillaris
nohowl,Surnia ulula
eupowl1,Glaucidium passerinum
pesowl1,Glaucidium perlatum
recowl1,Glaucidium tephronotum
asbowl1,Glaucidium cuculoides
javowl1,Glaucidium castanopterum
junowl1,Glaucidium radiatum
chbowl1,Glaucidium castanotum
afbowl1,Glaucidium capense
albowl1,Glaucidium albertinum
norpyo1,Glaucidium gnoma [californicum Group]
nopowl,Glaucidium gnoma
norpyo3,Glaucidium gnoma hoskinsii
norpyo4,Glaucidium gnoma cobanense
crpowl,Glaucidium costaricanum
clopyo1,Glaucidium nubicola
anpowl1,Glaucidium jardinii
yupowl1,Glaucidium bolivianum
copowl1,Glaucidium palmarum
tapowl1,Glaucidium sanchezi
capowl1,Glaucidium griseiceps
supowl1,Glaucidium parkeri
amapyo1,Glaucidium hardyi
leapyo1,Glaucidium minutissimum
fepowl,Glaucidium brasilianum
pepowl1,Glaucidium peruanum
aupowl1,Glaucidium nana
cupowl1,Glaucidium siju
mineao1,Otus gurneyi
wfsowl2,Otus sagittatus
resowl1,Otus rufescens
sasowl1,Otus icterorhynchus
ansowl1,Otus balli
flsowl1,Otus alfredi
mosowl2,Otus spilocephalus
jasowl2,Otus angelinae
misowl1,Otus mirus
lusowl1,Otus longicornis
misowl2,Otus mindorensis
torsco1,Otus rutilus madagascariensis
madsco1,Otus rutilus
maysco1,Otus mayottensis
cosowl3,Otus pauliani
ansowl2,Otus capnodes
mohsco1,Otus moheliensis
pesowl2,Otus pembaensis
eursco1,Otus scops
eursco3,Otus cyprius
pasowl3,Otus brucei
arasco1,Otus pamelae
afsowl1,Otus senegalensis
afrsco3,Otus senegalensis feae
afrsco2,Otus socotranus
orsowl,Otus sunia
ryusco1,Otus elegans
mosowl1,Otus magicus
biasco1,Otus beccarii
susowl1,Otus manadensis
sulsco5,Otus mendeni
sansco1,Otus collari
masowl2,Otus mantananensis
sesowl1,Otus insularis
nicsco1,Otus alius
sisowl1,Otus umbra
ensowl1,Otus enganensis
mesowl1,Otus mentawi
rasowl1,Otus brookii
insowl1,Otus bakkamoena
cosowl1,Otus lettia
jasowl1,Otus semitorques
susowl2,Otus lempiji
phsowl1,Otus megalotis
negsco1,Otus nigrorum
evesco1,Otus everetti
pasowl2,Otus fuliginosus
wasowl1,Otus silvicola
rinsco1,Otus jolandae
palowl2,Otus podarginus
nwfowl1,Ptilopsis leucotis
swfowl1,Ptilopsis granti
jamowl1,Asio grammicus
strowl1,Asio clamator
loeowl,Asio otus
mleowl1,Asio madagascariensis
styowl1,Asio stygius
sheowl,Asio flammeus
marowl2,Asio capensis
feaowl1,Asio solomonensis
snoowl1,Bubo scandiacus
grhowl,Bubo virginianus
grhowl2,Bubo magellanicus
eueowl1,Bubo bubo
roeowl1,Bubo bengalensis
pheowl1,Bubo ascalaphus
caeowl1,Bubo capensis
speowl2,Bubo milesi
graeao1,Bubo cinerascens
spoeao2,Bubo africanus
fraeao1,Ketupa poensis
useowl1,Ketupa poensis vosseleri
veeowl1,Ketupa lacteus
sheowl1,Ketupa shelleyi
baeowl1,Ketupa sumatranus
sbeowl1,Ketupa nipalensis
dueowl1,Ketupa coromandus
akeowl1,Ketupa leucostictus
pheowl2,Ketupa philippensis
blfowl1,Ketupa blakistoni
pefowl1,Scotopelia peli
rufowl1,Scotopelia ussheri
vefowl1,Scotopelia bouvieri
brfowl1,Ketupa zeylonensis
tafowl1,Ketupa flavipes
bufowl2,Ketupa ketupu
flaowl,Psiloscops flammeolus
prsowl,Gymnasio nudipes
whsowl1,Megascops trichopsis
bssowl,Megascops clarkii
whtsco1,Megascops albogularis
trsowl,Megascops choliba
besowl,Megascops barbarus
pasowl4,Megascops cooperi
wesowl1,Megascops kennicottii
easowl1,Megascops asio
basowl,Megascops seductus
vesowl,Megascops guatemalae
versco5,Megascops guatemalae vermiculatus
koesco1,Megascops koepckeae
rufsco1,Megascops ingens
cinsco1,Megascops petersoni
clfsco1,Megascops marshalli
mofsco1,Megascops hoyi
versco2,Megascops centralis
foosco1,Megascops roraimae
lotsco1,Megascops sanctaecatarinae
samsco1,Megascops gilesi
persco1,Megascops roboratus
tabsco1,Megascops watsonii
bkcsco1,Megascops atricapilla
speowl1,Pulsatrix perspicillata
tabowl1,Pulsatrix koeniswaldiana
babowl1,Pulsatrix melanota
creowl1,Lophostrix cristata
spwowl1,Strix seloputo
mowowl1,Strix ocellata
brwowl1,Strix leptogrammica
tawowl1,Strix aluco
tawowl3,Strix mauritanica
himowl1,Strix nivicolum
humowl1,Strix hadorami
omaowl1,Strix butleri
brdowl,Strix varia
barowl13,Strix sartorii
fulowl1,Strix fulvescens
rubowl2,Strix hylophila
chaowl1,Strix chacoensis
rulowl1,Strix rufipes
uraowl1,Strix uralensis
pedowl1,Strix uralensis davidi
grgowl,Strix nebulosa
afwowl1,Strix woodfordii
motowl,Strix virgata
bawowl1,Strix nigrolineata
bkbowl1,Strix huhula
rubowl3,Strix albitarsis
spemou2,Colius striatus
rebmou1,Colius castanotus
whbmou1,Colius colius
blnmou1,Urocolius macrourus
refmou1,Urocolius indicus
cuckoo1,Leptosomus discolor
earque,Euptilotis neoxenus
pavque1,Pharomachrus pavoninus
gohque1,Pharomachrus auriceps
whtque1,Pharomachrus fulgidus
resque1,Pharomachrus mocinno
creque1,Pharomachrus antisianus
cubtro1,Priotelus temnurus
histro1,Priotelus roseigaster
lattro1,Trogon clathratus
slttro1,Trogon massena
buttro1,Trogon comptus
bkttro2,Trogon mesurus
blttro1,Trogon melanurus
blhtro1,Trogon melanocephalus
cittro1,Trogon citreolus
whttro1,Trogon chionurus
baitro1,Trogon bairdii
gnbtro1,Trogon viridis
gartro1,Trogon caligatus
viotro3,Trogon ramonianus
viotro2,Trogon violaceus
blctro1,Trogon curucui
surtro1,Trogon surrucura
blttro2,Trogon rufus
eletro,Trogon elegans
moutro1,Trogon mexicanus
coltro1,Trogon collaris
mastro1,Trogon personatus
nartro1,Apaloderma narina
bactro1,Apaloderma aequatoriale
battro1,Apaloderma vittatum
javtro1,Harpactes reinwardtii
sumtro1,Harpactes mackloti
maltro1,Harpactes fasciatus
rentro1,Harpactes kasumba
diatro1,Harpactes diardii
phitro1,Harpactes ardens
whitro1,Harpactes whiteheadi
cirtro1,Harpactes orrhophaeus
scrtro1,Harpactes duvaucelii
orbtro2,Harpactes oreskios
rehtro1,Harpactes erythrocephalus
wartro1,Harpactes wardi
hoopoe,Upupa epops
eurhoo2,Upupa epops africana
madhoo1,Upupa marginata
forwoo1,Rhinopomastus castaneiceps
whhwoo1,Phoeniculus bollei
grewoo2,Phoeniculus purpureus
blbwoo2,Phoeniculus somaliensis
viowoo1,Phoeniculus damarensis
viowoo3,Phoeniculus damarensis granti
blsbil1,Rhinopomastus aterrimus
cosbil1,Rhinopomastus cyanomelas
absbil1,Rhinopomastus minor
soghor1,Bucorvus leadbeateri
trbhor1,Tockus ruahae
wrbhor2,Tockus kempi
drbhor1,Tockus damarensis
srbhor1,Tockus rufirostris
rebhor1,Tockus erythrorhynchus
vddhor1,Tockus deckeni
jachor1,Tockus jacksoni
sybhor1,Tockus leucomelas
eybhor1,Tockus flavirostris
brahor1,Lophoceros bradfieldi
crohor1,Lophoceros alboterminatus
afphor1,Lophoceros fasciatus
hemhor1,Lophoceros hemprichii
afghor1,Lophoceros nasutus
rbdhor1,Lophoceros camurus
pabhor1,Lophoceros pallidirostris
piphor1,Bycanistes fistulator
truhor1,Bycanistes bucinator
bnchor1,Bycanistes cylindricus
whthor1,Bycanistes albotibialis
bawhor2,Bycanistes subcylindricus
sichor1,Bycanistes brevis
blchor1,Ceratogymna atrata
yechor1,Ceratogymna elata
bldhor1,Horizocerus hartlaubi
whchor3,Horizocerus albocristatus
whchor2,Berenicornis comatus
rhihor1,Buceros rhinoceros
grehor1,Buceros bicornis
rufhor1,Buceros hydrocorax
palhor1,Anthracoceros marchei
orphor1,Anthracoceros albirostris
maphor1,Anthracoceros coronatus
blahor1,Anthracoceros malayanus
maghor2,Ocyceros griseus
ceghor1,Ocyceros gingalensis
inghor2,Ocyceros birostris
ruchor1,Anorrhinus tickelli
brnhor1,Anorrhinus austeni
buchor1,Anorrhinus galeritus
runhor1,Aceros nipalensis
blyhor1,Rhyticeros plicatus
wrehor1,Rhyticeros undulatus
sumhor1,Rhyticeros everetti
plphor1,Rhyticeros subruficollis
knohor1,Rhyticeros cassidix
wrihor2,Rhabdotorrhinus leucocephalus
sulhor1,Rhabdotorrhinus exarhatus
wrihor1,Rhabdotorrhinus corrugatus
luzhor1,Penelopides manillae
minhor2,Penelopides mindorensis
minhor1,Penelopides affinis
samhor1,Penelopides samarensis
tarhor1,Penelopides panini
rucrol2,Coracias naevius
indrol2,Coracias benghalensis
indrol3,Coracias affinis
puwrol1,Coracias temminckii
ratrol2,Coracias spatulatus
librol2,Coracias caudatus
abyrol2,Coracias abyssinicus
eurrol1,Coracias garrulus
blbrol1,Coracias cyanogaster
bltrol1,Eurystomus gularis
brbrol1,Eurystomus glaucurus
dollar1,Eurystomus orientalis
purrol1,Eurystomus azureus
slgrol1,Brachypteracias leptosomus
scagrr1,Geobiastes squamiger
plgrol1,Atelornis pittoides
rhgrol1,Atelornis crossleyi
ltgrol1,Uratelornis chimaera
grbkin1,Actenoides monachus
scakin1,Actenoides princeps
spokin1,Actenoides lindsayi
blckin2,Actenoides hombroni
ruckin1,Actenoides concretus
hobkin1,Melidora macrorrhina
bankin1,Lacedo pulchella
copkin1,Tanysiptera galatea
bipkin1,Tanysiptera riedelii
nupkin1,Tanysiptera carolinae
lipkin1,Tanysiptera hydrocharis
bubpak1,Tanysiptera sylvia
bubpak2,Tanysiptera nigriceps
rbpkin1,Tanysiptera nympha
bhpkin1,Tanysiptera danae
lickin2,Cittura cyanotis
shbkoo1,Dacelo rex
laukoo1,Dacelo novaeguineae
blwkoo1,Dacelo leachii
spakoo1,Dacelo tyro
rubkoo1,Dacelo gaudichaud
whrkin1,Caridonax fulgidus
stbkin1,Pelargopsis capensis
bnwkin1,Pelargopsis amauroptera
rudkin1,Halcyon coromanda
whtkin2,Halcyon smyrnensis
chbkin2,Halcyon badia
blckin1,Halcyon pileata
gyhkin1,Halcyon leucocephala
brhkin1,Halcyon albiventris
strkin1,Halcyon chelicuti
blbkin4,Halcyon malimbica
wookin1,Halcyon senegalensis
mankin2,Halcyon senegaloides
blbkin3,Todiramphus nigrocyaneus
rulkin1,Todiramphus winchelli
bawkin1,Todiramphus diops
forkin1,Todiramphus macleayii
nebkin1,Todiramphus albonotatus
ultkin1,Todiramphus leucopygius
chbkin1,Todiramphus farquhari
somkin1,Todiramphus funebris
colkin1,Todiramphus chloris
colkin9,Todiramphus sordidus
colkin2,Todiramphus albicilla
melkin1,Todiramphus tristrami
packin1,Todiramphus sacer
talkin1,Todiramphus enigma
mickin5,Todiramphus reichenbachii
beakin2,Todiramphus saurophagus
sackin1,Todiramphus sanctus
cibkin1,Todiramphus australasia
chakin2,Todiramphus tutus
mankin1,Todiramphus ruficollaris
tahkin1,Todiramphus veneratus
rebkin2,Todiramphus pyrrhopygius
yebkin1,Syma torotoro
moukin1,Syma megarhyncha
dwakin1,Ispidina lecontei
afpkin1,Ispidina picta
mapkin1,Corythornis madagascariensis
whbkin1,Corythornis leucogaster
malkin1,Corythornis cristatus
malkin2,Corythornis vintsioides
smbkin1,Alcedo coerulescens
bubkin2,Alcedo euryzona
shbkin1,Alcedo quadribrachys
blekin1,Alcedo meninting
comkin1,Alcedo atthis
hackin1,Alcedo semitorquata
bkbkin1,Ceyx erithaca
phikin1,Ceyx melanurus
sulkin1,Ceyx fallax
varkin1,Ceyx lepidus
vardwk1,Ceyx margarethae
vardwk6,Ceyx solitarius
vardwk15,Ceyx gentianus
silkin1,Ceyx argentatus
azukin1,Ceyx azureus
amakin1,Chloroceryle amazona
ampkin1,Chloroceryle aenea
grnkin,Chloroceryle americana
garkin1,Chloroceryle inda
crekin1,Megaceryle lugubris
giakin3,Megaceryle maxima
rinkin1,Megaceryle torquata
belkin1,Megaceryle alcyon
piekin1,Ceryle rudis
cubtod1,Todus multicolor
brbtod1,Todus subulatus
nabtod1,Todus angustirostris
jamtod1,Todus todus
purtod1,Todus mexicanus
todmot1,Hylomanes momotula
bltmot1,Aspatha gularis
rucmot1,Momotus mexicanus
bucmot1,Momotus coeruliceps
bucmot2,Momotus lessonii
bucmot3,Momotus subrufescens
bucmot4,Momotus momota
higmot1,Momotus aequatorialis
rufmot1,Baryphthengus martii
rucmot2,Baryphthengus ruficapillus
kebmot1,Electron carinatum
brbmot1,Electron platyrhynchum
tubmot1,Eumomota superciliosa
rbbeat1,Nyctyornis amictus
bbbeat1,Nyctyornis athertoni
pbbeat1,Meropogon forsteni
bhbeat1,Merops breweri
bhbeat2,Merops muelleri
bumbee1,Merops mentalis
blbeat1,Merops gularis
stbeat1,Merops hirundineus
libeat1,Merops pusillus
bbbeat2,Merops variegatus
bubbee2,Merops lafresnayii
ccbeat1,Merops oreobates
rtbeat1,Merops bulocki
wfbeat1,Merops bullockoides
wtbeat1,Merops albicollis
bobeat1,Merops boehmi
grnbee1,Merops viridissimus
grnbee2,Merops cyanophrys
grnbee3,Merops orientalis
bcbeat1,Merops persicus
mabeat1,Merops superciliosus
btbeat1,Merops philippinus
rabeat1,Merops ornatus
btbeat2,Merops viridis
chbeat1,Merops leschenaulti
eubeat1,Merops apiaster
robeat1,Merops malimbicus
ncbeat1,Merops nubicus
scbeat1,Merops nubicoides
whejac1,Galbalcyrhynchus leucotis
purjac2,Galbalcyrhynchus purusianus
dubjac1,Brachygalba salmoni
pahjac1,Brachygalba goeringi
brojac2,Brachygalba lugubris
whtjac1,Brachygalba albogularis
thtjac1,Jacamaralcyon tridactyla
yebjac1,Galbula albirostris
bucjac1,Galbula cyanicollis
rutjac1,Galbula ruficauda
grtjac1,Galbula galbula
cocjac2,Galbula pastazae
whcjac1,Galbula tombacea
blfjac1,Galbula cyanescens
purjac1,Galbula chalcothorax
brojac1,Galbula leucogastra
parjac1,Galbula dea
grejac2,Jacamerops aureus
whnpuf2,Notharchus hyperrhynchus
guipuf1,Notharchus macrorhynchos
bubpuf1,Notharchus swainsoni
blbpuf1,Notharchus pectoralis
brbpuf1,Notharchus ordii
piepuf1,Notharchus tectus
chcpuf1,Bucco macrodactylus
spopuf1,Bucco tamatia
socpuf1,Bucco noanamae
colpuf1,Bucco capensis
barpuf1,Nystalus radiatus
whepuf1,Nystalus chacuru
strpuf1,Nystalus striolatus
wespuf1,Nystalus obamai
spbpuf1,Nystalus maculatus
spbpuf3,Nystalus maculatus striatipectus
rutpuf1,Hypnelus ruficollis
rutpuf3,Hypnelus bicinctus
crcpuf1,Malacoptila striata
whcpuf1,Malacoptila fusca
sempuf1,Malacoptila semicincta
blspuf1,Malacoptila fulvogularis
runpuf1,Malacoptila rufa
whwpuf1,Malacoptila panamensis
moupuf1,Malacoptila mystacalis
lanmon1,Micromonacha lanceolata
rubnun1,Nonnula rubecula
fucnun1,Nonnula sclateri
bronun1,Nonnula brunnea
gycnun1,Nonnula frontalis
rucnun1,Nonnula ruficapilla
whfnun2,Hapaloptila castanea
blanun1,Monasa atra
blfnun1,Monasa nigrifrons
whfnun1,Monasa morphoeus
yebnun1,Monasa flavirostris
swwpuf1,Chelidoptera tenebrosa
sccbar1,Capito aurovirens
scbbar2,Capito wallacei
spcbar1,Capito maculicoronatus
orfbar1,Capito squamatus
whmbar1,Capito hypoleucus
blgbar1,Capito dayi
brcbar1,Capito brunneipectus
blsbar1,Capito niger
gilbar1,Capito auratus
ficbar1,Capito quinticolor
letbar1,Eubucco richardsoni
rehbar1,Eubucco bourcierii
schbar1,Eubucco tucinkae
verbar1,Eubucco versicolor
prbbar1,Semnornis frantzii
toubar1,Semnornis ramphastinus
emetou3,Aulacorhynchus prasinus wagleri
noremt1,Aulacorhynchus prasinus
emetou4,Aulacorhynchus prasinus caeruleogularis
souemt1,Aulacorhynchus albivitta
emetou8,Aulacorhynchus albivitta atrogularis/dimidiatus
grbtou1,Aulacorhynchus sulcatus
chttou3,Aulacorhynchus derbianus
chttou2,Aulacorhynchus whitelianus
crrtou1,Aulacorhynchus haematopygus
yebtou1,Aulacorhynchus huallagae
blbtou1,Aulacorhynchus coeruleicinctis
greara1,Pteroglossus viridis
letara1,Pteroglossus inscriptus
renara1,Pteroglossus bitorquatus
ivbara1,Pteroglossus azara
ivbara3,Pteroglossus azara mariae
blnara1,Pteroglossus aracari
cheara1,Pteroglossus castanotis
mabara1,Pteroglossus pluricinctus
colara1,Pteroglossus torquatus
colara4,Pteroglossus torquatus sanguineus
colara5,Pteroglossus torquatus erythropygius
fibara1,Pteroglossus frantzii
cucara1,Pteroglossus beauharnaisii
saftou2,Pteroglossus bailloni
yeetou1,Selenidera spectabilis
guitou1,Selenidera piperivora
goctou1,Selenidera reinwardtii
tattou1,Selenidera nattereri
goutou1,Selenidera gouldii
spbtou1,Selenidera maculirostris
gybmot1,Andigena hypoglauca
pbmtou1,Andigena laminirostris
homtou1,Andigena cucullata
bbmtou1,Andigena nigrirostris
rebtou2,Ramphastos dicolorus
chbtou1,Ramphastos vitellinus
chbtou3,Ramphastos vitellinus citreolaemus
chotou1,Ramphastos brevis
kebtou1,Ramphastos sulfuratus
toctou1,Ramphastos toco
whttou1,Ramphastos tucanus
bkmtou1,Ramphastos ambiguus
fitbar1,Psilopogon pyrolophus
grebar1,Psilopogon virens
revbar1,Psilopogon lagrandieri
brhbar1,Psilopogon zeylanicus
linbar1,Psilopogon lineatus
whcbar1,Psilopogon viridis
grebar3,Psilopogon faiostrictus
brtbar1,Psilopogon corvinus
gowbar2,Psilopogon chrysopogon
recbar1,Psilopogon rafflesii
retbar1,Psilopogon mystacophanos
blbbar2,Psilopogon javensis
yefbar1,Psilopogon flavifrons
gotbar2,Psilopogon franklinii
gotbar3,Psilopogon auricularis
blbbar5,Psilopogon oorti
indbar1,Psilopogon annamensis
chibar1,Psilopogon faber
taibar2,Psilopogon nuchalis
bltbar2,Psilopogon asiaticus
tutbar1,Psilopogon chersonesus
moubar1,Psilopogon monticola
moubar2,Psilopogon incognitus
yecbar1,Psilopogon henricii
flfbar1,Psilopogon armillaris
gonbar1,Psilopogon pulcherrimus
litbar1,Psilopogon australis
blebar1,Psilopogon duvaucelii
borbar1,Psilopogon eximius
crfbar3,Psilopogon rubricapillus
crfbar1,Psilopogon malabaricus
copbar1,Psilopogon haemacephalus
brnbar2,Caloramphus fuliginosus
soobar2,Caloramphus hayii
gytbar1,Gymnobucco bonapartei
brnbar1,Gymnobucco peli
nafbar1,Gymnobucco calvus
whebar1,Stactolaema leucotis
whybar1,Stactolaema whytii
ancbar1,Stactolaema anchietae
grebar2,Stactolaema olivacea
spetin1,Pogoniulus scolopaceus
gretin2,Pogoniulus simplex
moutin1,Pogoniulus leucomystax
westin1,Pogoniulus coryphaea
rertin1,Pogoniulus atroflavus
yettin1,Pogoniulus subsulphureus
yertin1,Pogoniulus bilineatus
reftin1,Pogoniulus pusillus
yeftin1,Pogoniulus chrysoconus
yesbar1,Buccanodon duchaillui
habbar1,Tricholaema hirsuta
refbar2,Tricholaema diademata
miobar1,Tricholaema frontata
piebar1,Tricholaema leucomelas
spfbar1,Tricholaema lacrymosa
bltbar1,Tricholaema melanocephala
banbar1,Lybius undatus
viebar1,Lybius vieilloti
whhbar1,Lybius leucocephalus
chabar1,Lybius chaplini
refbar1,Lybius rubrifacies
blbbar3,Lybius guifsobalito
blcbar1,Lybius torquatus
brbbar1,Lybius melanopterus
blbbar1,Lybius minor
dotbar1,Lybius bidentatus
beabar1,Lybius dubius
yebbar1,Trachyphonus purpuratus
crebar1,Trachyphonus vaillantii
raybar1,Trachyphonus erythrocephalus
yebbar2,Trachyphonus margaritatus
darbar1,Trachyphonus darnaudii
darbar3,Trachyphonus darnaudii usambiro
grbhon2,Prodotiscus zambesiae
wahhon1,Prodotiscus regulus
yefhon2,Melignomon eisentrauti
dwahon1,Indicator pumilio
wilhon2,Indicator willcocksi
palhon1,Indicator meliphilus
leahon2,Indicator exilis
thbhon1,Indicator minor conirostris/ussheri
y00400,Indicator minor
spohon2,Indicator maculatus
scthon1,Indicator variegatus
yerhon1,Indicator xanthonotus
grehon2,Indicator indicator
eurwry,Jynx torquilla
runwry1,Jynx ruficollis
spepic1,Picumnus innominatus
babpic1,Picumnus aurifrons
lafpic1,Picumnus lafresnayi
oripic1,Picumnus pumilus
gospic1,Picumnus exilis
scapic1,Picumnus squamulatus
ecupic1,Picumnus sclateri
whbpic2,Picumnus spilogaster
arrpic1,Picumnus minutissimus
spopic1,Picumnus pygmaeus
spcpic1,Picumnus steindachneri
varpic1,Picumnus varzeae
whbpic1,Picumnus cirratus
ocepic2,Picumnus dorbignyanus
occpic1,Picumnus temminckii
whwpic1,Picumnus albosquamatus
runpic1,Picumnus fuscus
rubpic1,Picumnus rufiventris
ochpic1,Picumnus limae
motpic1,Picumnus nebulosus
plbpic1,Picumnus castelnau
fibpic1,Picumnus subtilis
olipic1,Picumnus olivaceus
grapic1,Picumnus granadensis
chepic1,Picumnus cinnamomeus
afrpic1,Verreauxia africana
rufpic1,Sasia abnormis
whbpic3,Sasia ochracea
antpic1,Nesoctites micromegas
gabwoo3,Hemicircus concretus
heswoo1,Hemicircus canente
whiwoo1,Melanerpes candidus
lewwoo,Melanerpes lewis
guawoo1,Melanerpes herminieri
purwoo1,Melanerpes portoricensis
rehwoo,Melanerpes erythrocephalus
acowoo,Melanerpes formicivorus
